pathway_name	website
RNA Pol II CTD phosphorylation and interaction with CE	http://identifiers.org/reactome/R-HSA-77075
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	http://identifiers.org/reactome/R-HSA-167160
RNA Polymerase I Chain Elongation	http://identifiers.org/reactome/R-HSA-73777
RNA Polymerase I Promoter Escape	http://identifiers.org/reactome/R-HSA-73772
RNA Polymerase I Promoter Opening	http://identifiers.org/reactome/R-HSA-73728
RNA Polymerase I Transcription Initiation	http://identifiers.org/reactome/R-HSA-73762
RNA Polymerase I Transcription Termination	http://identifiers.org/reactome/R-HSA-73863
RNA Polymerase II HIV Promoter Escape	http://identifiers.org/reactome/R-HSA-167162
RNA Polymerase II Pre-transcription Events	http://identifiers.org/reactome/R-HSA-674695
RNA Polymerase II Promoter Escape	http://identifiers.org/reactome/R-HSA-73776
RNA polymerase II transcribes snRNA genes	http://identifiers.org/reactome/R-HSA-6807505
RNA Polymerase II Transcription Elongation	http://identifiers.org/reactome/R-HSA-75955
RNA Polymerase II Transcription Initiation	http://identifiers.org/reactome/R-HSA-75953
RNA Polymerase II Transcription Initiation And Promoter Clearance	http://identifiers.org/reactome/R-HSA-76042
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://identifiers.org/reactome/R-HSA-73779
RNA Polymerase III Abortive And Retractive Initiation	http://identifiers.org/reactome/R-HSA-749476
RNA Polymerase III Chain Elongation	http://identifiers.org/reactome/R-HSA-73780
RNA Polymerase III Transcription Initiation From Type 1 Promoter	http://identifiers.org/reactome/R-HSA-76061
RNA Polymerase III Transcription Initiation From Type 2 Promoter	http://identifiers.org/reactome/R-HSA-76066
RNA Polymerase III Transcription Initiation From Type 3 Promoter	http://identifiers.org/reactome/R-HSA-76071
RNA Polymerase III Transcription Termination	http://identifiers.org/reactome/R-HSA-73980
RNF mutants show enhanced WNT signaling and proliferation	http://identifiers.org/reactome/R-HSA-5340588
ROBO receptors bind AKAP5	http://identifiers.org/reactome/R-HSA-9010642
Role of ABL in ROBO-SLIT signaling	http://identifiers.org/reactome/R-HSA-428890
Role of LAT2/NTAL/LAB on calcium mobilization	http://identifiers.org/reactome/R-HSA-2730905
Role of phospholipids in phagocytosis	http://identifiers.org/reactome/R-HSA-2029485
Role of second messengers in netrin-1 signaling	http://identifiers.org/reactome/R-HSA-418890
RORA activates gene expression	http://identifiers.org/reactome/R-HSA-1368082
ROS, RNS production in phagocytes	http://identifiers.org/reactome/R-HSA-1222556
rRNA modification in the mitochondrion	http://identifiers.org/reactome/R-HSA-6793080
rRNA modification in the nucleus and cytosol	http://identifiers.org/reactome/R-HSA-6790901
rRNA processing in the mitochondrion	http://identifiers.org/reactome/R-HSA-8868766
RSK activation	http://identifiers.org/reactome/R-HSA-444257
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	http://identifiers.org/reactome/R-HSA-8877330
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	http://identifiers.org/reactome/R-HSA-8939243
RUNX1 regulates estrogen receptor mediated transcription	http://identifiers.org/reactome/R-HSA-8931987
RUNX1 regulates expression of components of tight junctions	http://identifiers.org/reactome/R-HSA-8935964
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	http://identifiers.org/reactome/R-HSA-8936459
RUNX1 regulates transcription of genes involved in BCR signaling	http://identifiers.org/reactome/R-HSA-8939245
RUNX1 regulates transcription of genes involved in differentiation of HSCs	http://identifiers.org/reactome/R-HSA-8939236
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	http://identifiers.org/reactome/R-HSA-8939242
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	http://identifiers.org/reactome/R-HSA-8939246
RUNX1 regulates transcription of genes involved in interleukin signaling	http://identifiers.org/reactome/R-HSA-8939247
RUNX1 regulates transcription of genes involved in WNT signaling	http://identifiers.org/reactome/R-HSA-8939256
RUNX2 regulates bone development	http://identifiers.org/reactome/R-HSA-8941326
RUNX2 regulates chondrocyte maturation	http://identifiers.org/reactome/R-HSA-8941284
RUNX2 regulates genes involved in cell migration	http://identifiers.org/reactome/R-HSA-8941332
RUNX2 regulates genes involved in differentiation of myeloid cells	http://identifiers.org/reactome/R-HSA-8941333
RUNX2 regulates osteoblast differentiation	http://identifiers.org/reactome/R-HSA-8940973
RUNX3 regulates BCL2L11 (BIM) transcription	http://identifiers.org/reactome/R-HSA-8952158
RUNX3 regulates CDKN1A transcription	http://identifiers.org/reactome/R-HSA-8941855
RUNX3 Regulates Immune Response and Cell Migration	http://identifiers.org/reactome/R-HSA-8949275
RUNX3 regulates NOTCH signaling	http://identifiers.org/reactome/R-HSA-8941856
RUNX3 regulates p14-ARF	http://identifiers.org/reactome/R-HSA-8951936
RUNX3 regulates RUNX1-mediated transcription	http://identifiers.org/reactome/R-HSA-8951911
RUNX3 regulates WNT signaling	http://identifiers.org/reactome/R-HSA-8951430
RUNX3 regulates YAP1-mediated transcription	http://identifiers.org/reactome/R-HSA-8951671
S33 mutants of beta-catenin aren't phosphorylated	http://identifiers.org/reactome/R-HSA-5358747
S37 mutants of beta-catenin aren't phosphorylated	http://identifiers.org/reactome/R-HSA-5358749
S45 mutants of beta-catenin aren't phosphorylated	http://identifiers.org/reactome/R-HSA-5358751
Scavenging by Class A Receptors	http://identifiers.org/reactome/R-HSA-3000480
Scavenging by Class B Receptors	http://identifiers.org/reactome/R-HSA-3000471
Scavenging by Class F Receptors	http://identifiers.org/reactome/R-HSA-3000484
Scavenging by Class H Receptors	http://identifiers.org/reactome/R-HSA-3000497
Scavenging of heme from plasma	http://identifiers.org/reactome/R-HSA-2168880
SCF-beta-TrCP mediated degradation of Emi1	http://identifiers.org/reactome/R-HSA-174113
SCF(Skp2)-mediated degradation of p27/p21	http://identifiers.org/reactome/R-HSA-187577
Selenocysteine synthesis	http://identifiers.org/reactome/R-HSA-2408557
Sema3A PAK dependent Axon repulsion	http://identifiers.org/reactome/R-HSA-399954
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	http://identifiers.org/reactome/R-HSA-399955
Sema4D induced cell migration and growth-cone collapse	http://identifiers.org/reactome/R-HSA-416572
Sema4D mediated inhibition of cell attachment and migration	http://identifiers.org/reactome/R-HSA-416550
SeMet incorporation into proteins	http://identifiers.org/reactome/R-HSA-2408517
Senescence-Associated Secretory Phenotype (SASP)	http://identifiers.org/reactome/R-HSA-2559582
Sensing of DNA Double Strand Breaks	http://identifiers.org/reactome/R-HSA-5693548
Separation of Sister Chromatids	http://identifiers.org/reactome/R-HSA-2467813
Serine biosynthesis	http://identifiers.org/reactome/R-HSA-977347
Serotonin and melatonin biosynthesis	http://identifiers.org/reactome/R-HSA-209931
Serotonin Neurotransmitter Release Cycle	http://identifiers.org/reactome/R-HSA-181429
SHC-related events triggered by IGF1R	http://identifiers.org/reactome/R-HSA-2428933
SHC1 events in EGFR signaling	http://identifiers.org/reactome/R-HSA-180336
SHC1 events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1250196
SHC1 events in ERBB4 signaling	http://identifiers.org/reactome/R-HSA-1250347
Sialic acid metabolism	http://identifiers.org/reactome/R-HSA-4085001
Signal attenuation	http://identifiers.org/reactome/R-HSA-74749
Signal regulatory protein family interactions	http://identifiers.org/reactome/R-HSA-391160
Signal transduction by L1	http://identifiers.org/reactome/R-HSA-445144
Signaling by activated point mutants of FGFR1	http://identifiers.org/reactome/R-HSA-1839122
Signaling by activated point mutants of FGFR3	http://identifiers.org/reactome/R-HSA-1839130
Signaling by Activin	http://identifiers.org/reactome/R-HSA-1502540
Signaling by BMP	http://identifiers.org/reactome/R-HSA-201451
Signaling by BRAF and RAF fusions	http://identifiers.org/reactome/R-HSA-6802952
Signaling by cytosolic FGFR1 fusion mutants	http://identifiers.org/reactome/R-HSA-1839117
Signaling by EGFR	http://identifiers.org/reactome/R-HSA-177929
Signaling by ERBB2	http://identifiers.org/reactome/R-HSA-1227986
Signaling by ERBB4	http://identifiers.org/reactome/R-HSA-1236394
Signaling by Erythropoietin	http://identifiers.org/reactome/R-HSA-9006335
Signaling by FGFR1 in disease	http://identifiers.org/reactome/R-HSA-5655302
Signaling by FGFR2 IIIa TM	http://identifiers.org/reactome/R-HSA-8851708
Signaling by FGFR2 in disease	http://identifiers.org/reactome/R-HSA-5655253
Signaling by FGFR3 fusions in cancer	http://identifiers.org/reactome/R-HSA-8853334
Signaling by FGFR3 point mutants in cancer	http://identifiers.org/reactome/R-HSA-8853338
Signaling by FGFR4 in disease	http://identifiers.org/reactome/R-HSA-5655291
Signaling by high-kinase activity BRAF mutants	http://identifiers.org/reactome/R-HSA-6802948
Signaling by Hippo	http://identifiers.org/reactome/R-HSA-2028269
Signaling by Insulin receptor	http://identifiers.org/reactome/R-HSA-74752
Signaling by Leptin	http://identifiers.org/reactome/R-HSA-2586552
Signaling by moderate kinase activity BRAF mutants	http://identifiers.org/reactome/R-HSA-6802946
Signaling by MST1	http://identifiers.org/reactome/R-HSA-8852405
Signaling by NODAL	http://identifiers.org/reactome/R-HSA-1181150
Signaling by NTRK3 (TRKC)	http://identifiers.org/reactome/R-HSA-9034015
Signaling by PDGF	http://identifiers.org/reactome/R-HSA-186797
Signaling by RAS mutants	http://identifiers.org/reactome/R-HSA-6802949
Signaling by Retinoic Acid	http://identifiers.org/reactome/R-HSA-5362517
Signaling by ROBO receptors	http://identifiers.org/reactome/R-HSA-376176
Signaling by SCF-KIT	http://identifiers.org/reactome/R-HSA-1433557
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	http://identifiers.org/reactome/R-HSA-2404192
Signalling to ERK5	http://identifiers.org/reactome/R-HSA-198765
Signalling to p38 via RIT and RIN	http://identifiers.org/reactome/R-HSA-187706
Signalling to RAS	http://identifiers.org/reactome/R-HSA-167044
Signalling to STAT3	http://identifiers.org/reactome/R-HSA-198745
SIRT1 negatively regulates rRNA expression	http://identifiers.org/reactome/R-HSA-427359
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	http://identifiers.org/reactome/R-HSA-77588
SLBP independent Processing of Histone Pre-mRNAs	http://identifiers.org/reactome/R-HSA-111367
SMAC (DIABLO) binds to IAPs	http://identifiers.org/reactome/R-HSA-111463
SMAC, XIAP-regulated apoptotic response	http://identifiers.org/reactome/R-HSA-111469
SMAD2/3 MH2 Domain Mutants in Cancer	http://identifiers.org/reactome/R-HSA-3315487
SMAD2/3 Phosphorylation Motif Mutants in Cancer	http://identifiers.org/reactome/R-HSA-3304356
Small interfering RNA (siRNA) biogenesis	http://identifiers.org/reactome/R-HSA-426486
Smooth Muscle Contraction	http://identifiers.org/reactome/R-HSA-445355
snRNP Assembly	http://identifiers.org/reactome/R-HSA-191859
Sodium-coupled phosphate cotransporters	http://identifiers.org/reactome/R-HSA-427652
Sodium-coupled sulphate, di- and tri-carboxylate transporters	http://identifiers.org/reactome/R-HSA-433137
Sodium/Calcium exchangers	http://identifiers.org/reactome/R-HSA-425561
Sodium/Proton exchangers	http://identifiers.org/reactome/R-HSA-425986
SOS-mediated signalling	http://identifiers.org/reactome/R-HSA-112412
Sperm Motility And Taxes	http://identifiers.org/reactome/R-HSA-1300642
Sphingolipid de novo biosynthesis	http://identifiers.org/reactome/R-HSA-1660661
Spry regulation of FGF signaling	http://identifiers.org/reactome/R-HSA-1295596
SRP-dependent cotranslational protein targeting to membrane	http://identifiers.org/reactome/R-HSA-1799339
Stabilization of p53	http://identifiers.org/reactome/R-HSA-69541
STAT6-mediated induction of chemokines	http://identifiers.org/reactome/R-HSA-3249367
Sterols are 12-hydroxylated by CYP8B1	http://identifiers.org/reactome/R-HSA-211994
Stimulation of the cell death response by PAK-2p34	http://identifiers.org/reactome/R-HSA-211736
Stimuli-sensing channels	http://identifiers.org/reactome/R-HSA-2672351
STING mediated induction of host immune responses	http://identifiers.org/reactome/R-HSA-1834941
Striated Muscle Contraction	http://identifiers.org/reactome/R-HSA-390522
Sulfide oxidation to sulfate	http://identifiers.org/reactome/R-HSA-1614517
Sulfur amino acid metabolism	http://identifiers.org/reactome/R-HSA-1614635
SUMO is proteolytically processed	http://identifiers.org/reactome/R-HSA-3065679
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	http://identifiers.org/reactome/R-HSA-3065678
SUMOylation of chromatin organization proteins	http://identifiers.org/reactome/R-HSA-4551638
SUMOylation of DNA damage response and repair proteins	http://identifiers.org/reactome/R-HSA-3108214
SUMOylation of DNA methylation proteins	http://identifiers.org/reactome/R-HSA-4655427
SUMOylation of DNA replication proteins	http://identifiers.org/reactome/R-HSA-4615885
SUMOylation of immune response proteins	http://identifiers.org/reactome/R-HSA-4755510
SUMOylation of intracellular receptors	http://identifiers.org/reactome/R-HSA-4090294
SUMOylation of RNA binding proteins	http://identifiers.org/reactome/R-HSA-4570464
SUMOylation of SUMOylation proteins	http://identifiers.org/reactome/R-HSA-4085377
SUMOylation of transcription cofactors	http://identifiers.org/reactome/R-HSA-3899300
SUMOylation of transcription factors	http://identifiers.org/reactome/R-HSA-3232118
SUMOylation of ubiquitinylation proteins	http://identifiers.org/reactome/R-HSA-3232142
Surfactant metabolism	http://identifiers.org/reactome/R-HSA-5683826
Switching of origins to a post-replicative state	http://identifiers.org/reactome/R-HSA-69052
Synaptic adhesion-like molecules	http://identifiers.org/reactome/R-HSA-8849932
Syndecan interactions	http://identifiers.org/reactome/R-HSA-3000170
Synthesis of 12-eicosatetraenoic acid derivatives	http://identifiers.org/reactome/R-HSA-2142712
Synthesis of 15-eicosatetraenoic acid derivatives	http://identifiers.org/reactome/R-HSA-2142770
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	http://identifiers.org/reactome/R-HSA-2142816
Synthesis of 5-eicosatetraenoic acids	http://identifiers.org/reactome/R-HSA-2142688
Synthesis of bile acids and bile salts	http://identifiers.org/reactome/R-HSA-192105
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	http://identifiers.org/reactome/R-HSA-193775
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	http://identifiers.org/reactome/R-HSA-193807
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	http://identifiers.org/reactome/R-HSA-193368
Synthesis of CL	http://identifiers.org/reactome/R-HSA-1483076
Synthesis of diphthamide-EEF2	http://identifiers.org/reactome/R-HSA-5358493
Synthesis of Dolichyl-phosphate	http://identifiers.org/reactome/R-HSA-446199
Synthesis of dolichyl-phosphate mannose	http://identifiers.org/reactome/R-HSA-162699
Synthesis of dolichyl-phosphate-glucose	http://identifiers.org/reactome/R-HSA-480985
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	http://identifiers.org/reactome/R-HSA-2142670
Synthesis of GDP-mannose	http://identifiers.org/reactome/R-HSA-446205
Synthesis of glycosylphosphatidylinositol (GPI)	http://identifiers.org/reactome/R-HSA-162710
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	http://identifiers.org/reactome/R-HSA-2142696
Synthesis of IP2, IP, and Ins in the cytosol	http://identifiers.org/reactome/R-HSA-1855183
Synthesis of IP3 and IP4 in the cytosol	http://identifiers.org/reactome/R-HSA-1855204
Synthesis of IPs in the nucleus	http://identifiers.org/reactome/R-HSA-1855191
Synthesis of Ketone Bodies	http://identifiers.org/reactome/R-HSA-77111
Synthesis of Leukotrienes (LT) and Eoxins (EX)	http://identifiers.org/reactome/R-HSA-2142691
Synthesis of Lipoxins (LX)	http://identifiers.org/reactome/R-HSA-2142700
Synthesis of PA	http://identifiers.org/reactome/R-HSA-1483166
Synthesis of PC	http://identifiers.org/reactome/R-HSA-1483191
Synthesis of PE	http://identifiers.org/reactome/R-HSA-1483213
Synthesis of PG	http://identifiers.org/reactome/R-HSA-1483148
Synthesis of PI	http://identifiers.org/reactome/R-HSA-1483226
Synthesis of PIPs at the early endosome membrane	http://identifiers.org/reactome/R-HSA-1660516
Synthesis of PIPs at the ER membrane	http://identifiers.org/reactome/R-HSA-1483248
Synthesis of PIPs at the Golgi membrane	http://identifiers.org/reactome/R-HSA-1660514
Synthesis of PIPs at the late endosome membrane	http://identifiers.org/reactome/R-HSA-1660517
Synthesis of PIPs at the plasma membrane	http://identifiers.org/reactome/R-HSA-1660499
Synthesis of PIPs in the nucleus	http://identifiers.org/reactome/R-HSA-8847453
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	http://identifiers.org/reactome/R-HSA-2162123
Synthesis of PS	http://identifiers.org/reactome/R-HSA-1483101
Synthesis of pyrophosphates in the cytosol	http://identifiers.org/reactome/R-HSA-1855167
Synthesis of UDP-N-acetyl-glucosamine	http://identifiers.org/reactome/R-HSA-446210
Synthesis of very long-chain fatty acyl-CoAs	http://identifiers.org/reactome/R-HSA-75876
Synthesis, secretion, and deacylation of Ghrelin	http://identifiers.org/reactome/R-HSA-422085
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	http://identifiers.org/reactome/R-HSA-381771
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	http://identifiers.org/reactome/R-HSA-400511
T41 mutants of beta-catenin aren't phosphorylated	http://identifiers.org/reactome/R-HSA-5358752
Tachykinin receptors bind tachykinins	http://identifiers.org/reactome/R-HSA-380095
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	http://identifiers.org/reactome/R-HSA-445989
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	http://identifiers.org/reactome/R-HSA-1299308
Tandem pore domain halothane-inhibited K+ channel (THIK)	http://identifiers.org/reactome/R-HSA-1299287
Tat-mediated elongation of the HIV-1 transcript	http://identifiers.org/reactome/R-HSA-167246
Tat-mediated HIV elongation arrest and recovery	http://identifiers.org/reactome/R-HSA-167243
TBC/RABGAPs	http://identifiers.org/reactome/R-HSA-8854214
TCF dependent signaling in response to WNT	http://identifiers.org/reactome/R-HSA-201681
Telomere C-strand (Lagging Strand) Synthesis	http://identifiers.org/reactome/R-HSA-174417
Telomere C-strand synthesis initiation	http://identifiers.org/reactome/R-HSA-174430
Telomere Extension By Telomerase	http://identifiers.org/reactome/R-HSA-171319
Terminal pathway of complement	http://identifiers.org/reactome/R-HSA-166665
Termination of O-glycan biosynthesis	http://identifiers.org/reactome/R-HSA-977068
Termination of translesion DNA synthesis	http://identifiers.org/reactome/R-HSA-5656169
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	http://identifiers.org/reactome/R-HSA-1474151
TFAP2 (AP-2) family regulates transcription of cell cycle factors	http://identifiers.org/reactome/R-HSA-8866911
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	http://identifiers.org/reactome/R-HSA-8866910
TFAP2 (AP-2) family regulates transcription of other transcription factors	http://identifiers.org/reactome/R-HSA-8866906
TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	http://identifiers.org/reactome/R-HSA-8869496
TGF-beta receptor signaling activates SMADs	http://identifiers.org/reactome/R-HSA-2173789
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	http://identifiers.org/reactome/R-HSA-2173791
TGFBR1 KD Mutants in Cancer	http://identifiers.org/reactome/R-HSA-3656532
TGFBR1 LBD Mutants in Cancer	http://identifiers.org/reactome/R-HSA-3656535
TGFBR2 Kinase Domain Mutants in Cancer	http://identifiers.org/reactome/R-HSA-3645790
The activation of arylsulfatases	http://identifiers.org/reactome/R-HSA-1663150
The AIM2 inflammasome	http://identifiers.org/reactome/R-HSA-844615
The canonical retinoid cycle in rods (twilight vision)	http://identifiers.org/reactome/R-HSA-2453902
The IPAF inflammasome	http://identifiers.org/reactome/R-HSA-844623
The NLRP1 inflammasome	http://identifiers.org/reactome/R-HSA-844455
The NLRP3 inflammasome	http://identifiers.org/reactome/R-HSA-844456
The retinoid cycle in cones (daylight vision)	http://identifiers.org/reactome/R-HSA-2187335
The role of GTSE1 in G2/M progression after G2 checkpoint	http://identifiers.org/reactome/R-HSA-8852276
Threonine catabolism	http://identifiers.org/reactome/R-HSA-8849175
Thrombin signalling through proteinase activated receptors (PARs)	http://identifiers.org/reactome/R-HSA-456926
Thromboxane signalling through TP receptor	http://identifiers.org/reactome/R-HSA-428930
Thyroxine biosynthesis	http://identifiers.org/reactome/R-HSA-209968
TICAM1-dependent activation of IRF3/IRF7	http://identifiers.org/reactome/R-HSA-9013973
TICAM1, RIP1-mediated IKK complex recruitment	http://identifiers.org/reactome/R-HSA-168927
TICAM1,TRAF6-dependent induction of TAK1 complex	http://identifiers.org/reactome/R-HSA-9014325
Tie2 Signaling	http://identifiers.org/reactome/R-HSA-210993
Tight junction interactions	http://identifiers.org/reactome/R-HSA-420029
TLR3-mediated TICAM1-dependent programmed cell death	http://identifiers.org/reactome/R-HSA-9013957
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	http://identifiers.org/reactome/R-HSA-5676594
TNF signaling	http://identifiers.org/reactome/R-HSA-75893
TNFR1-induced NFkappaB signaling pathway	http://identifiers.org/reactome/R-HSA-5357956
TNFR1-induced proapoptotic signaling	http://identifiers.org/reactome/R-HSA-5357786
TNFR1-mediated ceramide production	http://identifiers.org/reactome/R-HSA-5626978
TNFR2 non-canonical NF-kB pathway	http://identifiers.org/reactome/R-HSA-5668541
TNFs bind their physiological receptors	http://identifiers.org/reactome/R-HSA-5669034
Toll Like Receptor 3 (TLR3) Cascade	http://identifiers.org/reactome/R-HSA-168164
Toll Like Receptor 4 (TLR4) Cascade	http://identifiers.org/reactome/R-HSA-166016
Toll Like Receptor 9 (TLR9) Cascade	http://identifiers.org/reactome/R-HSA-168138
TP53 Regulates Metabolic Genes	http://identifiers.org/reactome/R-HSA-5628897
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	http://identifiers.org/reactome/R-HSA-6804115
TP53 Regulates Transcription of Caspase Activators and Caspases	http://identifiers.org/reactome/R-HSA-6803207
TP53 Regulates Transcription of Death Receptors and Ligands	http://identifiers.org/reactome/R-HSA-6803211
TP53 Regulates Transcription of DNA Repair Genes	http://identifiers.org/reactome/R-HSA-6796648
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	http://identifiers.org/reactome/R-HSA-6803204
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	http://identifiers.org/reactome/R-HSA-6804116
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	http://identifiers.org/reactome/R-HSA-6804114
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	http://identifiers.org/reactome/R-HSA-6803205
TRAF3 deficiency - HSE	http://identifiers.org/reactome/R-HSA-5602571
TRAF3-dependent IRF activation pathway	http://identifiers.org/reactome/R-HSA-918233
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	http://identifiers.org/reactome/R-HSA-975138
TRAF6 mediated IRF7 activation	http://identifiers.org/reactome/R-HSA-933541
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	http://identifiers.org/reactome/R-HSA-975110
TRAF6 mediated NF-kB activation	http://identifiers.org/reactome/R-HSA-933542
TRAF6-mediated induction of TAK1 complex within TLR4 complex	http://identifiers.org/reactome/R-HSA-937072
Trafficking and processing of endosomal TLR	http://identifiers.org/reactome/R-HSA-1679131
Trafficking of AMPA receptors	http://identifiers.org/reactome/R-HSA-399719
Trafficking of GluR2-containing AMPA receptors	http://identifiers.org/reactome/R-HSA-416993
Trafficking of myristoylated proteins to the cilium	http://identifiers.org/reactome/R-HSA-5624138
TRAIL signaling	http://identifiers.org/reactome/R-HSA-75158
Transcription of E2F targets under negative control by DREAM complex	http://identifiers.org/reactome/R-HSA-1362277
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	http://identifiers.org/reactome/R-HSA-1362300
Transcription of the HIV genome	http://identifiers.org/reactome/R-HSA-167172
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	http://identifiers.org/reactome/R-HSA-6781827
Transcriptional activation of cell cycle inhibitor p21	http://identifiers.org/reactome/R-HSA-69895
Transcriptional activation of mitochondrial biogenesis	http://identifiers.org/reactome/R-HSA-2151201
Transcriptional Regulation by E2F6	http://identifiers.org/reactome/R-HSA-8953750
Transcriptional Regulation by MECP2	http://identifiers.org/reactome/R-HSA-8986944
Transcriptional regulation by RUNX2	http://identifiers.org/reactome/R-HSA-8878166
Transcriptional regulation by small RNAs	http://identifiers.org/reactome/R-HSA-5578749
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	http://identifiers.org/reactome/R-HSA-8864260
Transcriptional regulation of pluripotent stem cells	http://identifiers.org/reactome/R-HSA-452723
Transcriptional regulation of white adipocyte differentiation	http://identifiers.org/reactome/R-HSA-381340
Transferrin endocytosis and recycling	http://identifiers.org/reactome/R-HSA-917977
Translation initiation complex formation	http://identifiers.org/reactome/R-HSA-72649
Translesion Synthesis by POLH	http://identifiers.org/reactome/R-HSA-110320
Translesion synthesis by POLI	http://identifiers.org/reactome/R-HSA-5656121
Translesion synthesis by POLK	http://identifiers.org/reactome/R-HSA-5655862
Translesion synthesis by REV1	http://identifiers.org/reactome/R-HSA-110312
Translocation of SLC2A4 (GLUT4) to the plasma membrane	http://identifiers.org/reactome/R-HSA-1445148
Translocation of ZAP-70 to Immunological synapse	http://identifiers.org/reactome/R-HSA-202430
Transport and synthesis of PAPS	http://identifiers.org/reactome/R-HSA-174362
Transport of bile salts and organic acids, metal ions and amine compounds	http://identifiers.org/reactome/R-HSA-425366
Transport of fatty acids	http://identifiers.org/reactome/R-HSA-804914
Transport of glycerol from adipocytes to the liver by Aquaporins	http://identifiers.org/reactome/R-HSA-432030
Transport of inorganic cations/anions and amino acids/oligopeptides	http://identifiers.org/reactome/R-HSA-425393
Transport of Mature mRNA derived from an Intron-Containing Transcript	http://identifiers.org/reactome/R-HSA-159236
Transport of Mature mRNA Derived from an Intronless Transcript	http://identifiers.org/reactome/R-HSA-159231
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	http://identifiers.org/reactome/R-HSA-83936
Transport of nucleotide sugars	http://identifiers.org/reactome/R-HSA-727802
Transport of organic anions	http://identifiers.org/reactome/R-HSA-879518
Transport of Ribonucleoproteins into the Host Nucleus	http://identifiers.org/reactome/R-HSA-168271
Transport of the SLBP Dependant Mature mRNA	http://identifiers.org/reactome/R-HSA-159230
Transport of the SLBP independent Mature mRNA	http://identifiers.org/reactome/R-HSA-159227
Transport of vitamins, nucleosides, and related molecules	http://identifiers.org/reactome/R-HSA-425397
Transport to the Golgi and subsequent modification	http://identifiers.org/reactome/R-HSA-948021
TRIF-mediated programmed cell death	http://identifiers.org/reactome/R-HSA-2562578
Triglyceride biosynthesis	http://identifiers.org/reactome/R-HSA-75109
Triglyceride catabolism	http://identifiers.org/reactome/R-HSA-163560
Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	http://identifiers.org/reactome/R-HSA-450513
TRKA activation by NGF	http://identifiers.org/reactome/R-HSA-187042
tRNA modification in the mitochondrion	http://identifiers.org/reactome/R-HSA-6787450
tRNA modification in the nucleus and cytosol	http://identifiers.org/reactome/R-HSA-6782315
tRNA processing in the mitochondrion	http://identifiers.org/reactome/R-HSA-6785470
tRNA processing in the nucleus	http://identifiers.org/reactome/R-HSA-6784531
TRP channels	http://identifiers.org/reactome/R-HSA-3295583
Truncations of AMER1 destabilize the destruction complex	http://identifiers.org/reactome/R-HSA-5467348
Tryptophan catabolism	http://identifiers.org/reactome/R-HSA-71240
TWIK related potassium channel (TREK)	http://identifiers.org/reactome/R-HSA-1299503
TWIK-related alkaline pH activated K+ channel (TALK)	http://identifiers.org/reactome/R-HSA-1299361
TWIK-related spinal cord K+ channel (TRESK)	http://identifiers.org/reactome/R-HSA-1299344
